location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,house_type,latitude,longitude,coordinates,buy_price,type,price tag
"474 Flinders Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140108279,"1621/474 Flinders Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/04bad827779d40f5b4b605564b73be96fc867fe2d75a6f02bdd3f5f91a35df9a/image.jpg,Apartment,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",430000,buy,"Private Sale $430,000"
"568 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139850215,"1502/568 Collins Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/78dc384a4ec84c1fc552a27e91d11e821a07dd5dcbf162c83397ee1d171bdd6c/image.jpg,Apartment,-37.81835585,144.9554293,"(144.95542933144475, -37.81835585)",475000,buy,475000 
"442 Elizabeth  Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140229975,"1404/442 Elizabeth  Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/d6ffe2a61495dd7069b3fa6a01f32e45577f1847fc1ca4d48f48d3135a1a8bb5/image.jpg,Apartment,-37.80826779,144.9606474,"(144.96064737857145, -37.808267792857144)",550000,buy,550000 
"639 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140350815,"1308/639 Lonsdale Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/74f4c700211fb766302cececf55529efd73f4fafa761bc0b16374c1ddd65133c/image.jpg,Apartment,-37.815252,144.9536724,"(144.95367244636554, -37.815252)",400000,buy,400000 
"31 Spring Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139971367,"1206/31 Spring Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/084d3f2b5ff4d8345082c26d8fa74e75049f31d3dce04882a223bc3a94a894ba/image.jpg,Apartment,-37.8145494,144.9741154,"(144.97411540000002, -37.814549400000004)",482500,buy,"$460,000 to $505,000"
"22 Coromandel Place, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140577071,"1106/22 Coromandel Place, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/4d58f1d044c3d3357eae7944e2de620b287cf66e6e43056348d687e2681cd6f4/image.jpg,Apartment,-37.8131764,144.9692124,"(144.9692124, -37.8131764)",405000,buy,"$390,000 - $420,000"
"333 Exhibition Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-unit-vic-melbourne-140576835,"1311/333 Exhibition Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/981610900943433d22e9aadb1824f62a8d7600691bc90d13ced00ff7adbcc334/image.jpg,Unit,-37.8080085,144.96842,"(144.96842, -37.8080085)",460000,buy,"$440,000 - $480,000"
"464 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139469935,"2101/464 Collins Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/bf21d7004e3fb8c5e979a2bf03682942009e02ee90954eb41e8374610d7649a1/image.jpg,Apartment,-37.81751505,144.9586031,"(144.95860306822385, -37.81751505)",599000,buy,599000 
"118 Russell Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139839523,"405/118 Russell Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/08075ebc976d3636602044404c6425cce7648fa10bcf0eaa9e2e5174b53c0b6a/image.jpg,Apartment,-37.8136078,144.9686931,"(144.9686931, -37.8136078)",499000,buy,499000 
"10 Manton Lane, Melbourne, Vic 3000",https://www.realestate.com.au/property-unit-vic-melbourne-140218795,"4/10 Manton Lane, Melbourne, Vic 3000",3,2,2,0,https://i2.au.reastatic.net/{size}/43b8c65c72d35b653ddb335e5de965b95b88ebd5a069a11aa3f4d78e2bb9bce4/image.jpg,Unit,-37.8139472,144.9553025,"(144.9553025, -37.8139472)",2700000,buy,2700000 
"350 William Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-studio-vic-melbourne-139464071,"3508/350 William Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/83dd9597bdf83562109db774a0eb7c0cf94d93a22ee63bc68bcbd4359e1edee9/image.jpg,Studio,-37.8111644,144.9563955,"(144.9563955, -37.8111644)",259000,buy,259000 
"565 Flinders Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139329491,"408/565 Flinders Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/e7e3cae3eb72e2e5ae1e633d4f66e0d5d0ec959ce93de35c8d37d3da3c9ca095/image.jpg,Apartment,-37.821096,144.9558093,"(144.9558092772109, -37.821096)",465000,buy,"$450,000 - $480,000"
"228 ABeckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140214351,"601/228 ABeckett Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/87e0a6f28b63bc3bc1a013e0cdc877158a3bd40c91b94d1c251678bc1d1810bc/image.jpg,Apartment,-38.1171539,145.1489982,"(145.1489982, -38.1171539)",640000,buy,"$620,000 - $660,000"
"568 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139179743,"2510/568 Collins Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/fd524d577080b2826e7f2bf51eedcd864a761a69cf2e0621b733dd056db5b914/image.jpg,Apartment,-37.81835585,144.9554293,"(144.95542933144475, -37.81835585)",480000,buy,480000 
"11-17 Cohen Place, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140341039,"508/11-17 Cohen Place, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/0327d8b139f31f6646879e184b64ad7e8dafa3ff7b30cc2163164a4f548a3ce7/image.jpg,Apartment,-37.8104681,144.9689134,"(144.9689134, -37.8104681)",279000,buy,279000 
"220 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140210779,"2309s/220 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/932219d8f5a49f70423334e7a3ec99b782252509c39e5c9ec23dc6da8b6dbd45/image.jpg,Apartment,-37.815983,144.952991,"(144.952991, -37.815983)",307500,buy,"$295,000 - $320,000"
"601 Little Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137521930,"1106/601 Little Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/546e55bd2d3eef06b55383df3ba5cec70097aa206995e575cdf17991c84d1bfa/image.jpg,Apartment,-37.81389365,144.9537209,"(144.9537209, -37.81389365)",399000,buy,399000 
"601 Little Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137521926,"906/601 Little Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/df510af3dee7b89ff49715c42d2e61b62e31cdf497ddcc2277e69169e959d9fa/image.jpg,Apartment,-37.81389365,144.9537209,"(144.9537209, -37.81389365)",389000,buy,389000 
"327 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139952919,"4003/327 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/9950eb6127b5e06389ff8cae60aaed7ed5a9e2b290d46e4cd8abeccded5bdc2d/image.jpg,Apartment,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",372500,buy,"$360,000 - $385,000"
"12 Queens Road, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137677850,"314/12 Queens Road, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/4da6b2d08b8367ec91444d1d24ba18221f2bacc2f085b3227f0a38588d4af48d/image.jpg,Apartment,-37.8386965,144.9746514,"(144.9746514422535, -37.8386965)",595000,buy,"$570,000-$620,000"
"315 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137665070,"2102/315 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/d58e4c7f5cc52d2dee05259d96eedd4e9788739c5a23059361c6c8f4d5e2b48a/image.jpg,Apartment,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",340000,buy,340000 
"601 Little Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140203795,"2408/601 Little Lonsdale Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/53624bbc2c720894528b96c7783d0d340d2d1eb2c43599d91249a1f4cd7d8174/image.jpg,Apartment,-37.81389365,144.9537209,"(144.9537209, -37.81389365)",590000,buy,"$580,000 - $600,000"
"112 Abeckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137507286,"307/112 Abeckett Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/ad132793cc7a82874fe95aa74f0f7ab0c4c647dd387f69fc7c6ab3d6c6949b9e/image.jpg,Apartment,-38.1171539,145.1489982,"(145.1489982, -38.1171539)",308000,buy,308000 
"250 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140201527,"2003A/250 Spencer Street, Melbourne, Vic 3000",3,2,0,0,https://i2.au.reastatic.net/{size}/022bcb3608f1ffb5512d3c68afd09e63444bc570ab6918eca590865abd6aa125/image.jpg,Apartment,-37.8131357,144.95151,"(144.95151, -37.8131357)",1250000,buy,"$1,200,000 - $1,300,000"
"80 A'beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140328411,"2007/80 A'beckett Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/11d45f251f15ebeaf12b54cf405d225364d57c5f6e063af8c235ab6561ec5af7/image.jpg,Apartment,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",500000,buy,"$490,000 to $510,000"
"300 Swanston Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140200407,"506/300 Swanston Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/c0c6b9fec2a519bad2f4029f1bd642a2b41c812b595a9532d146a7da90b38d40/image.jpg,Apartment,-37.81051006,144.9644505,"(144.9644505110039, -37.810510061172394)",500000,buy,"$485,000 - $515,000"
"618 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140072919,"2611/618 Lonsdale Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/cb08fa28222fb801d5a5821494c24f1f6432a6790ad5c4e5d99b1535dae62865/image.jpg,Apartment,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",583000,buy,"$568,000 - $598,000"
"408 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139311111,"920/408 Lonsdale Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/a6925a8d13438c40a8f3d3626634c8d3686205f3d90b7242a46eeffa8ed03939/image.jpg,Apartment,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",199000,buy,199000 
"220 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140199407,"3301/220 Spencer Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/988bdcf05c40090cdc9f68771dd3323da79511e97f44af0a8a6fae201f787ecb/image.jpg,Apartment,-37.815983,144.952991,"(144.952991, -37.815983)",430000,buy,"$420,000 to $440,000"
"80 Abeckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140071631,"3110/80 Abeckett Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/318cfe4ff87170b8258c6f8b392fe18c6d3348e63560e4f6b32943a2f8f01173/image.jpg,Apartment,-38.1171539,145.1489982,"(145.1489982, -38.1171539)",550000,buy,550000 
