location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,house_type,latitude,longitude,coordinates,buy_price,type,price tag
"555 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-140029771,"2602/555 Swanston Street, Carlton, Vic 3053",2,2,1,0,https://i2.au.reastatic.net/{size}/4bdb1cdd7cd6bc74866d58cb6b0ae2de1c5c7296c14fe783facaaa1237a5d537/image.jpg,Apartment,-37.8003891,144.9640666,"(144.9640666, -37.8003891)",588888,buy,588888 
"3-5 Rockley Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140637091,"61/3-5 Rockley Road, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/428c1583c48e2d7af171c83107473fb02df075115a2a9ec2d71b1a171c121d7a/image.jpg,Apartment,-37.8389997,144.9996166,"(144.9996166, -37.8389997)",920000,buy,"$890,000 - $950,000"
"888 Collins Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140285351,"311E/888 Collins Street, Docklands, Vic 3008",2,1,0,0,https://i2.au.reastatic.net/{size}/7e0febf6f23f7fa9c14f3478f3e9c49489b516d38ae4199234a93eb859849da6/image.jpg,Apartment,-37.8204349,144.9422792,"(144.9422792, -37.8204349)",438000,buy,"Private Sale $438,000"
"124 Caroline Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140285347,"16/124 Caroline Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/5055939873d26facab3057f44f61f4c17a43265012ffaa68f890fe51e8489fe5/image.jpg,Apartment,-37.834955,144.9888301,"(144.9888301, -37.834955)",514500,buy,"Private Sale $500,000 - $529,000"
"10 Arthur Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-townhouse-vic-south+yarra-140636867,"10 Arthur Street, South Yarra, Vic 3141",3,2,1,0,https://i2.au.reastatic.net/{size}/be4325e8f3721944940342e9ba398e8fc872a77a1990a9ab40bb2bd3ac1227fe/image.jpg,Townhouse,-37.8414387,144.992108,"(144.992108, -37.8414387)",1600000,buy,"$1,550,000 - $1,650,000"
"31 Malcolm Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-137317370,"M505/31 Malcolm Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/6e4b2d00c5c4eb7dcb0bb513153350fe0efd14ced581adc5d189d7305990f281/image.jpg,Apartment,-37.8369423,144.9971574,"(144.9971574, -37.8369423)",305000,buy,"$300,000 - $310,000"
"58 Clarke Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-139775891,"2301/58 Clarke Street, Southbank, Vic 3006",2,1,1,1,https://i2.au.reastatic.net/{size}/7fcfdbd84c8f0736503a6f1dfc9690bf15390d9b8c1a2fd2003b76b5e843d121/image.jpg,Apartment,-37.8261037,144.9588015,"(144.9588015, -37.8261037)",430000,buy,430000 
"8 Waterview Walk, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-139775799,"1503/8 Waterview Walk, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/f8cff1dd6c23bb69d2fcc1e866c44060dcb36e06287728abe8e691281b1d6aea/image.jpg,Apartment,-37.8191279,144.947233,"(144.947233, -37.8191279)",348000,buy,"$338,000 to $358,000"
"75 Argyle Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-apartment-vic-fitzroy-140028631,"203/75 Argyle Street, Fitzroy, Vic 3065",2,2,2,0,https://i2.au.reastatic.net/{size}/9792f4a0018731013e0d8f2c84ca0970f0812841386e40fe102a31d2e0add62d/image.jpg,Apartment,-37.7976592,144.9797301,"(144.9797301, -37.7976592)",1600000,buy,1600000 
"75 Palmerston Crescent, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-139775535,"406/75 Palmerston Crescent, South Melbourne, Vic 3205",1,1,0,0,https://i2.au.reastatic.net/{size}/1198b54d3cf426ede2af5ebf0ee5e358279fc8d1838aa56bb5f36c0cd4b75a21/image.jpg,Apartment,-37.8355565,144.9684289,"(144.9684289, -37.8355565)",382500,buy,"$365,000 - $400,000"
"13 Claude Street, Northcote, Vic 3070",https://www.realestate.com.au/property-house-vic-northcote-140431883,"13 Claude Street, Northcote, Vic 3070",2,1,0,0,https://i2.au.reastatic.net/{size}/9c2230df1bd5c045378a2fbe2a9587da65575d804dafdc3ff826af80391358de/image.jpg,House,-37.7706902,144.9956892,"(144.9956892, -37.7706902)",1025000,buy,"Auction $1,000,000 - $1,050,000"
"249 Westgarth Street, Northcote, Vic 3070",https://www.realestate.com.au/property-villa-vic-northcote-140441427,"3/249 Westgarth Street, Northcote, Vic 3070",2,2,1,0,https://i2.au.reastatic.net/{size}/06251916ea75220124aa681fbb49be7e5573bfbd7a3476c70223dc0ff1805918/image.jpg,Villa,-37.78288341,145.0126052,"(145.01260524222224, -37.78288340666666)",975000,buy,"Auction $950,000 - $1,000,000"
"229 Toorak Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140284203,"1203/229 Toorak Road, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/4fd710197fed98f28342376f34026e7203acb116ffa1741cc1a51ab2f032de69/image.jpg,Apartment,-37.8382074,144.985679,"(144.985679, -37.8382074)",602500,buy,"$575,000 - $630,000"
"2A Robe Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140635883,"22/2A Robe Street, St Kilda, Vic 3182",3,1,1,0,https://i2.au.reastatic.net/{size}/4e4a306c3efd7dd29f05ec49af41d5c96769393f6ac2b5b71e6710879dd66ff3/image.jpg,Apartment,-37.8642742,144.9787853,"(144.9787853, -37.8642742)",725000,buy,"$700,000 to $750,000"
"15  Caravel Lane, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140337395,"1003/15  Caravel Lane, Docklands, Vic 3008",2,2,1,1,https://i2.au.reastatic.net/{size}/9a00790887e47614570f614dc734c888f4a66da87bb8e3f54565829d35aed8ba/image.jpg,Apartment,-37.8144165,144.9406565,"(144.9406565, -37.8144165)",630000,buy,"$600,000 - $660,000"
"4a Bosisto Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-140320979,"4a Bosisto Street, Richmond, Vic 3121",3,2,2,0,https://i2.au.reastatic.net/{size}/7dceb134abddc2eb4da1baf5aacc07305503ff931cd0be6e2921e1fa53db1d65/image.jpg,House,-37.8171404,144.9971075,"(144.9971075, -37.8171404)",1850000,buy,"Private Sale $1,850,000"
"15 Caravel Lane, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140320203,"1409/15 Caravel Lane, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/05adb88aeec323e7a8c4e0a3ea1301a9c533831e829615add9ef6a4e73c15dcc/image.jpg,Apartment,-37.8144165,144.9406565,"(144.9406565, -37.8144165)",460000,buy,"$440,000 - $480,000"
"88 Kavanagh Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140283423,"218/88 Kavanagh Street, Southbank, Vic 3006",2,1,1,1,https://i2.au.reastatic.net/{size}/74c50de5472bcdc679ed200f42ffb79d11f6c293c7bd21aedc2bffa111cfe2bc/image.jpg,Apartment,-37.82470435,144.9630361,"(144.96303609895676, -37.824704350000005)",622500,buy,"$595,000 - $650,000"
"88 Cambridge Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-140160715,"312/88 Cambridge Street, Collingwood, Vic 3066",3,2,2,0,https://i2.au.reastatic.net/{size}/1a6ef8a66d2cc7966349fc2b89db5edf11c593b7b530a2c22864729c3dbceed5/image.jpg,Apartment,-37.8052864,144.9854042,"(144.9854042, -37.8052864)",1330000,buy,1330000 
"188 Macaulay Road, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-139900611,"712&1107&1509/188 Macaulay Road, North Melbourne, Vic 3051",3,2,2,0,https://i2.au.reastatic.net/{size}/ea225d71f5a162f1261d744be36424440e932ef4bcb56b2638d61a3cf3c549b6/image.jpg,Apartment,-37.7954373,144.9389685,"(144.9389685, -37.7954373)",867000,buy,867000 
"889 Collins Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-139900739,"1803S/889 Collins Street, Docklands, Vic 3008",2,2,2,0,https://i2.au.reastatic.net/{size}/368014b7cf9e7aa395e427980a8c0e804e20cbe1e110f218e5b27ddcaf33dffe/image.jpg,Apartment,-37.8211865,144.9418623,"(144.94186226006886, -37.821186499999996)",900000,buy,"$875,000 to $925,000"
"83 Flemington Road, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-137700138,"402/83 Flemington Road, North Melbourne, Vic 3051",1,1,0,0,https://i2.au.reastatic.net/{size}/f6a7eb1c93083fb048d717d77c4babcb110422aa8cafbc0736e7d7fc802d3a4b/image.jpg,Apartment,-37.7986509,144.953441,"(144.953441, -37.7986509)",325000,buy,325000 
"11 Flockhart Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-140634523,"412/11 Flockhart Street, Abbotsford, Vic 3067",2,1,1,0,https://i2.au.reastatic.net/{size}/c505c51aa598463f5e190f0b5512534b1f32c1c1807e59fd0843ba6d3f18af0a/image.jpg,Apartment,-37.809259,145.0074045,"(145.0074045, -37.809259)",445000,buy,"$430,000 - $460,000"
"77 River Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-139773371,"309/77 River Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/a65ac94e13c1e38a158a15177c4873af0b12902d5b92629713194e24b8ea4f14/image.jpg,Apartment,-37.8359073,144.9979342,"(144.9979342, -37.8359073)",355000,buy,"$350,000 - $360,000"
"34 Smith Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-140159419,"4/34 Smith Street, Collingwood, Vic 3066",2,1,1,0,https://i2.au.reastatic.net/{size}/8bcdcb8cf2919cab798ad49eed804859a07c6ae80893b6d52991bd7c413a7238/image.jpg,Apartment,-37.8015086,144.9838358,"(144.9838358, -37.8015086)",899000,buy,899000 
"5 Wominjeka Walk, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-140282127,"609/5 Wominjeka Walk, West Melbourne, Vic 3003",3,2,2,0,https://i2.au.reastatic.net/{size}/1d82f806da1f9abe5473af2e2230730e0ffcd62f5cd36f93482751ccfe8da828/image.jpg,Apartment,-37.8097885,144.9486298,"(144.9486298, -37.8097885)",1005000,buy,"ESP $960,000-$1,050,000"
"3 Kennedy Avenue, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-140282191,"302/3 Kennedy Avenue, Richmond, Vic 3121",2,2,2,0,https://i2.au.reastatic.net/{size}/8ab518b8299963b2604ce2112216f5663a1f5e3a64a15a49b2ba8e04ecc0d316/image.jpg,Apartment,-37.8238481,145.0103199,"(145.0103199, -37.8238481)",880000,buy,880000 
"50 Fitzroy Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-unit-vic-st+kilda-140633595,"2/50 Fitzroy Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/78eae457dd07c7fadbc2899bd8c82909f6a2f6307277470a6aad6cbb0b03c8e9/image.jpg,Unit,-37.85998716,144.9765304,"(144.97653038, -37.85998716)",650000,buy,650000 
"421 Docklands Drive, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140633475,"305/421 Docklands Drive, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/5c756b42a9668b76a1c21993f5b06651d61ae96c4e7cd727e59536791a242e87/image.jpg,Apartment,-37.8140216,144.9396254,"(144.9396254, -37.8140216)",345000,buy,"$330,000 - $360,000"
"582 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140476635,"302/582 St Kilda Road, Melbourne, Vic 3004",2,2,2,0,https://i2.au.reastatic.net/{size}/a7a0cb2d64fe1ef549175010824aec4cd27f4133ccfe02bd8140526f55659c6e/image.jpg,Apartment,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",775000,buy,"$750,000 - $800,000"
"95 Grey Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140462463,"2/95 Grey Street, St Kilda, Vic 3182",2,1,0,0,https://i2.au.reastatic.net/{size}/e5e3d8b410f151dc4b9db897e3fa18ba2c46164f95fe58443cabef17476e16ce/image.jpg,Apartment,-37.8636969,144.9811847,"(144.9811847, -37.8636969)",607500,buy,"$580,000 - $635,000"
"376 Gore Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-house-vic-fitzroy-140025183,"376 Gore Street, Fitzroy, Vic 3065",3,1,2,0,https://i2.au.reastatic.net/{size}/5fe74865fb02c08d7e6a0a3286daa352494517cd049ac848a0f46c3f2b0ebb53/image.jpg,House,-37.8019992,144.9824791,"(144.9824791, -37.8019992)",1998000,buy,"Private Sale $1,998,000"
"158 Smith Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-137609490,"233/158 Smith Street, Collingwood, Vic 3066",1,1,1,0,https://i2.au.reastatic.net/{size}/a6f668b995a06ae88ddd375bc112507967b54102c303b816ad8aee3dd10c6632/image.jpg,Apartment,-37.8015086,144.9838358,"(144.9838358, -37.8015086)",479500,buy,479500 
"20 Shamrock Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-137766050,"425/20 Shamrock Street, Abbotsford, Vic 3067",2,2,1,0,https://i2.au.reastatic.net/{size}/47e315248f28771273acd15b415a9ddad0442d38bdea2352d0880edf6eb114bc/image.jpg,Apartment,-37.8100884,145.0064853,"(145.0064853, -37.8100884)",552500,buy,"$540,000 - $565,000"
"27 & 29 Wrights Terrace, Prahran, Vic 3181",https://www.realestate.com.au/property-house-vic-prahran-140158467,"27 & 29 Wrights Terrace, Prahran, Vic 3181",5,1,0,0,https://i2.au.reastatic.net/{size}/d511bdafd790711135f1fe4d64714b89f3fd9a20d62af3a4530484c8c27ba809/image.jpg,House,-37.8509056,145.003473,"(145.003473, -37.8509056)",2200000,buy,2200000 
"138 Darebin Road, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-140513959,"201/138 Darebin Road, Northcote, Vic 3070",3,2,3,0,https://i2.au.reastatic.net/{size}/ee9d74dd042544fcccb01345ec0466c4341b807d05fc4e4a8f2ab945460ffdb3/image.jpg,Apartment,-37.7637434,145.0042653,"(145.0042653, -37.7637434)",1627500,buy,"$1,550,000 - $1,705,000"
"112 Melrose Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-house-vic-north+melbourne-140280875,"112 Melrose Street, North Melbourne, Vic 3051",2,1,0,0,https://i2.au.reastatic.net/{size}/1b9a1e5e451a76093dfe5ff77e2c1dfa20318d9c2185e9d5a56f5013d6875ad7/image.jpg,House,-37.7906737,144.9427381,"(144.9427381, -37.7906737)",895000,buy,895000 
"3-5 St Kilda Road, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-139898999,"1806/3-5 St Kilda Road, St Kilda, Vic 3182",1,1,1,1,https://i2.au.reastatic.net/{size}/0cc1186eba7893e51d243cf3c42899ceaefa3da583248f23020cefd12de84c3f/image.jpg,Apartment,-37.8587677,144.9831076,"(144.98310759454694, -37.8587677)",490000,buy,"$470,000-$510,000"
"151 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140024387,"1813/151 City Road, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/194bcb7fb0af236ba2b1fd7026b4449b12d4c7fbe51bdde5ae6345318ad70bdb/image.jpg,Apartment,-37.823816,144.9627077,"(144.9627077, -37.823816)",682500,buy,"$650,000 - $715,000"
"9 Waterside Place, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-139898403,"2B/9 Waterside Place, Docklands, Vic 3008",1,1,1,0,https://i2.au.reastatic.net/{size}/47ce34d0e592bb0ad8dcfd7d3a8719f801f592df91773cccffcfc0430c19fd68/image.jpg,Apartment,-37.8204154,144.9411899,"(144.9411899, -37.8204154)",500000,buy,"Asking $480,000 to 520,000"
"15 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-139259703,"206/15 Queens Road, Melbourne, Vic 3004",3,2,2,1,https://i2.au.reastatic.net/{size}/b4a2f293fb21111645ed8da25af303690bd8795136208d695bfcf4e867c6f54b/image.jpg,Apartment,-37.8373319,144.9735305,"(144.9735305, -37.8373319)",1175000,buy,"$1,150,000 - $1,200,000"
"403 Toorak Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-139835199,"28/403 Toorak Road, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/63f2ca13b4253b6b1a04f5b3da777bd1db001f51efd6cefedbe88e6f0b2e48ef/image.jpg,Apartment,-37.8404761,145.0045381,"(145.0045381, -37.8404761)",365000,buy,"$350,000 - $380,000"
"37-41 Margaret Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-138712179,"13/37-41 Margaret Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/badef0ef44482b912d1dd5290c8765159d68e211708414303767899450d01fcd/image.jpg,Apartment,-37.8459126,144.9870081,"(144.9870081, -37.8459126)",395000,buy,395000 
"60 Kavanagh Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140279799,"1206/60 Kavanagh Street, Southbank, Vic 3006",1,1,0,1,https://i2.au.reastatic.net/{size}/467fab072297c98bb73c9231f6d429b70d167fc4ffdde3bd830c863dd1b5351c/image.jpg,Apartment,-37.8230438,144.9652507,"(144.9652507, -37.8230438)",409500,buy,"$390,000 - $429,000"
"9 Waterside Place, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140154675,"905/9 Waterside Place, Docklands, Vic 3008",2,2,2,0,https://i2.au.reastatic.net/{size}/68a413f82ed0fad812143476e6afe07d8e0e487a96ac329c335af79db773b4b0/image.jpg,Apartment,-37.8204154,144.9411899,"(144.9411899, -37.8204154)",975000,buy,"$930,000-$1,020,000"
"55 Jeffcott Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-140405263,"304/55 Jeffcott Street, West Melbourne, Vic 3003",2,1,1,0,https://i2.au.reastatic.net/{size}/9050e3a0f70e2ee64c6d872779a653a5c0e3badb38280b844d72500a45442390/image.jpg,Apartment,-37.81217955,144.951788,"(144.95178800299027, -37.812179549999996)",500000,buy,"$480,000 - $520,000"
"24-26 The Avenue, Parkville, Vic 3052",https://www.realestate.com.au/property-house-vic-parkville-140156551,"24-26 The Avenue, Parkville, Vic 3052",3,2,2,0,https://i2.au.reastatic.net/{size}/b7a328d40bd9d8775cc67e467a854755fb6b3917e0c640078cc619c1b0482866/image.jpg,House,-37.7899317,144.957388,"(144.957388, -37.7899317)",5350000,buy,5350000 
"888 Collins Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-137311302,"1302W/888 Collins Street, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/c72eaa1e30340093c4b9ab189f74d9dc2409890caf0c47d10bb4466580533b07/image.jpg,Apartment,-37.8204349,144.9422792,"(144.9422792, -37.8204349)",419000,buy,"Private Sale $400,000 - $438,000"
"33 Blackwood Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-137606302,"1008/33 Blackwood Street, North Melbourne, Vic 3051",2,1,0,0,https://i2.au.reastatic.net/{size}/78a9ec336701d9f8713af1c43e899fb979cc26f6e9ccf3f5cb79a10fdadb909f/image.jpg,Apartment,-37.8006647,144.9552091,"(144.9552090982519, -37.8006647)",506500,buy,"$499,000 - $514,000"
"39 Smith Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-140155291,"39 Smith Street, Richmond, Vic 3121",3,2,2,0,https://i2.au.reastatic.net/{size}/041901f887fbc0d5ca738e218b9e6ea12084970fe67c71b313a89ad7c540fb6b/image.jpg,House,-37.8125394,144.9952533,"(144.9952533, -37.8125394)",1700000,buy,1700000 
"46 Darling Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-139896247,"5/46 Darling Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/91becd7fdd6f5be05e972b3cc671cb3fbfe1b44820862137bf3754c312db1909/image.jpg,Apartment,-37.8335878,144.9910695,"(144.9910695, -37.8335878)",625000,buy,625000 
"1A Coolullah Avenue, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140150051,"4/1A Coolullah Avenue, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/a05a76767e06cae6b3bf62a03779f2aafab6fb5875ada9a3b2dcb73a48551420/image.jpg,Apartment,-37.8415427,145.0032243,"(145.0032243, -37.8415427)",875000,buy,875000 
"40 Adams Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140154495,"G02/40 Adams Street, South Yarra, Vic 3141",3,2,2,0,https://i2.au.reastatic.net/{size}/1052b971d0888bea25a0d2c4303d9f2e03dcc44a011a57a48447df0ed052ebc8/image.jpg,Apartment,-37.8355577,144.9775567,"(144.9775567, -37.8355577)",1875000,buy,"Asking $1,875,000"
"8 Pearl River Road, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-139895659,"3102/8 Pearl River Road, Docklands, Vic 3008",2,2,1,0,https://i2.au.reastatic.net/{size}/044ce9557a54bd038e040af4fe4ae3f8d1643b10699f9e84ce69b1a6173bba72/image.jpg,Apartment,-37.8136377,144.9373257,"(144.9373257, -37.8136377)",750000,buy,"$730,000 - $770,000"
"4 Bik Lane, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-137309174,"321/4 Bik Lane, Fitzroy North, Vic 3068",1,1,1,0,https://i2.au.reastatic.net/{size}/4ea4404fd1362dfda915e348ee8fa94eea16e4c7cbae2e3ce0a2943ae40fa87b/image.jpg,Apartment,-37.7842092,144.9779748,"(144.9779748, -37.7842092)",364000,buy,364000 
"494 High Street, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-140402867,"494 High Street, Northcote, Vic 3070",2,2,1,0,https://i2.au.reastatic.net/{size}/6eb0f54a04603b7bd96eb882c6282f81765b08a363c0e899f7b68b1014fe6599/image.jpg,Apartment,-37.7775269,144.9974066,"(144.9974066, -37.7775269)",749000,buy,"Private Sale from $749,000"
"121 Union Street, Windsor, Vic 3181",https://www.realestate.com.au/property-house-vic-windsor-140153551,"1/121 Union Street, Windsor, Vic 3181",4,3,2,0,https://i2.au.reastatic.net/{size}/34a164f379569470c45912c4434498b37d30edb10c4bede35d905fa98c0824ed/image.jpg,House,-37.8534947,144.9837192,"(144.9837192, -37.8534947)",2100000,buy,"$2,000,000 to $2,200,000"
"152 Sturt Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140402707,"1015/152 Sturt Street, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/43e41c6d92e21f3c9c6d744592d659dba4afc2267481af07b7737de162df1ecb/image.jpg,Apartment,-37.8254083,144.9662497,"(144.9662497, -37.8254083)",580000,buy,"$560,000 to $600,000"
"53 Albert Street, Prahran, Vic 3181",https://www.realestate.com.au/property-house-vic-prahran-140152915,"53 Albert Street, Prahran, Vic 3181",2,1,0,0,https://i2.au.reastatic.net/{size}/1b74d66665813b55e63367f3f0a1661bbd0ebba4384f55bcc1276c6248462218/image.jpg,House,,,,1050000,buy,1050000 
"26 Spring Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-house-vic-fitzroy-140152615,"26 Spring Street, Fitzroy, Vic 3065",2,1,0,0,https://i2.au.reastatic.net/{size}/fb7c94487366ef06ee4e100eb4031a776602be2342dc4b49c483da4eda76166c/image.jpg,House,-37.7976538,144.9760445,"(144.9760445, -37.7976538)",959000,buy,"Private Sale $959,000"
"469-481 High St, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-137760098,"306/469-481 High St, Northcote, Vic 3070",1,1,1,0,https://i2.au.reastatic.net/{size}/6bed4cb6bf8aa31329b510fab307de82b34eed6d83781cb4e77d357df5f5d084/image.jpg,Apartment,-37.7775269,144.9974066,"(144.9974066, -37.7775269)",335000,buy,"$320,000-$350,000"
"151 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-139894287,"2511/151 City Road, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/96726f3e2447dd02a81754013a649faafa8763e51b6e0a901cf873b38a583b69/image.jpg,Apartment,-37.823816,144.9627077,"(144.9627077, -37.823816)",517000,buy,"$495,000 - $539,000"
"8 Grosvenor Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-140019067,"B215/8 Grosvenor Street, Abbotsford, Vic 3067",2,1,1,0,https://i2.au.reastatic.net/{size}/f1baaba1c43fbaeb90958f800452bb2b3b89c696a0182c959b86e9cdaea7906d/image.jpg,Apartment,-37.8083726,145.0067578,"(145.0067578, -37.8083726)",439000,buy,439000 
"145 Roden Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-140393271,"304/145 Roden Street, West Melbourne, Vic 3003",1,1,1,0,https://i2.au.reastatic.net/{size}/5e7ff9281877eff4a437053ab72c104d2314575f3f42b9bb5a652a397d2e495a/image.jpg,Apartment,-37.80853825,144.9473805,"(144.94738054980363, -37.80853825)",355000,buy,355000 
"275 Abbotsford Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-139528267,"217/275 Abbotsford Street, North Melbourne, Vic 3051",2,2,1,0,https://i2.au.reastatic.net/{size}/5c5da9618a6f42a6bd4e046e5d3b7a3e7bb5835a396a01d648cb955d58291c92/image.jpg,Apartment,-37.7975039,144.9463788,"(144.9463788, -37.7975039)",779000,buy,779000 
"100 Harbour Esplanade, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140018427,"3805/100 Harbour Esplanade, Docklands, Vic 3008",3,2,2,0,https://i2.au.reastatic.net/{size}/b45049b7bcd9cbf2c4957f06d747505d279ec70c5c5163462710f6c1a7685a45/image.jpg,Apartment,-37.8182734,144.9471193,"(144.9471193241901, -37.818273399999995)",1440000,buy,1440000 
"12 Fitzroy Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-139252035,"22/12 Fitzroy Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/94f98866aa6a4b9810bd7ed42edd605b7aff7850d254bc95df2ad1d470480231/image.jpg,Apartment,-37.8614041,144.9740617,"(144.9740617, -37.8614041)",359000,buy,359000 
"60 Dorcas Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-139869771,"2208/60 Dorcas Street, Southbank, Vic 3006",3,2,2,0,https://i2.au.reastatic.net/{size}/3cde81ff615fe2b4cd946bf07e495c96a32c92d0df02a35553d0b7b3d1c073a4/image.jpg,Apartment,-37.8310388,144.9673607,"(144.9673607, -37.8310388)",1300000,buy,1300000 
