location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,pprice,type,house_type
"605 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435416199,"G4/605 St Kilda Road, Melbourne, Vic 3004",2,2,1,0,https://i2.au.reastatic.net/{size}/7696739238401cdc656bb226ea61b28ebfc8cf5d580865282a055c179b119340/image.jpg,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",750,rent,Apartment
"63 Acland Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435416119,"216/63 Acland Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/1f61b0ce8f155d457daa4acae0ebbd7af6af081c6953ea0341c51f29ece4cd8f/image.jpg,-37.867018,144.9782333,"(144.9782333, -37.867018)",430,rent,Apartment
"80 Cade Way, Parkville, Vic 3052",https://www.realestate.com.au/property-apartment-vic-parkville-435416059,"110/80 Cade Way, Parkville, Vic 3052",2,1,1,0,https://i2.au.reastatic.net/{size}/37f1e8948a07297c3efe8d0b6d76748f3e17e85233270e732b0664d2ce971a8f/image.jpg,-37.7778383,144.9407438,"(144.9407438, -37.7778383)",360,rent,Apartment
"105 Clarendon Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435416023,"1507/105 Clarendon Street, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/aeeb6315a6eebe85b50d1d091f11c038ee46d66a7e304f5d1511932ef4f32c4c/image.jpg,-37.8244678,144.9565472,"(144.9565472, -37.8244678)",600,rent,Apartment
"63 Whiteman Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435316251,"1811/63 Whiteman Street, Southbank, Vic 3006",1,1,1,0,https://i2.au.reastatic.net/{size}/99beb6ab729112d11263fcc505f24c2eb6fd61a327972e95c8e0b7fa95a8cd56/image.jpg,-37.825877,144.956901,"(144.956901, -37.825877)",480,rent,Apartment
"8 Scotchmer Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-435415907,"8 Scotchmer Street, Fitzroy North, Vic 3068",3,1,1,0,https://i2.au.reastatic.net/{size}/7bd7b043443e7bbfca1b5f678d1dce40e4d5334476e16bd9e3c2be7bfe4e3812/image.jpg,-37.78283172,144.9783762,"(144.97837623333334, -37.782831716666664)",760,rent,House
"102 Jolimont Road, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-435316075,"23/102 Jolimont Road, East Melbourne, Vic 3002",3,2,2,0,https://i2.au.reastatic.net/{size}/4a599d1e8f8c8dbe22bc83f9fbfb38e22f35e8cbadf3082dd4e919147139d6f7/image.jpg,-37.81583,144.9791634,"(144.9791634, -37.81583)",1300,rent,Apartment
"11 Summers Street, Prahran, Vic 3181",https://www.realestate.com.au/property-townhouse-vic-prahran-435415607,"3/11 Summers Street, Prahran, Vic 3181",2,2,1,0,https://i2.au.reastatic.net/{size}/9ac1d64d498b7a0d834643ed05278227e4c85f28e2659d01c6a25dd38846079c/image.jpg,-37.8484812,144.998931,"(144.998931, -37.8484812)",870,rent,Townhouse
"6a Russell Street, Prahran, Vic 3181",https://www.realestate.com.au/property-house-vic-prahran-435415583,"6a Russell Street, Prahran, Vic 3181",3,2,2,0,https://i2.au.reastatic.net/{size}/c5cb224f825ad8ef8e248d080897a26c2329cebaabc75aa7302f35ddaefa2e18/image.jpg,-37.8532121,145.0033145,"(145.0033145, -37.8532121)",695,rent,House
"40 Upton Road, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-435415563,"5/40 Upton Road, Prahran, Vic 3181",2,1,1,0,https://i2.au.reastatic.net/{size}/cedff133869c3feca48eab64db5f0c2d1133b681d48a39b9676b6f5f80dde952/image.jpg,-37.8526451,144.9884641,"(144.9884641, -37.8526451)",475,rent,Apartment
"555 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-430724826,"1419/555 Swanston Street, Carlton, Vic 3053",2,1,0,0,https://i2.au.reastatic.net/{size}/3914dd3cf3870dce81b76ebc6499d2d35e49e90e00b1d10439d60c0374e400a9/image.jpg,-37.8003891,144.9640666,"(144.9640666, -37.8003891)",550,rent,Apartment
"65 Best Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-435415399,"65 Best Street, Fitzroy North, Vic 3068",2,1,1,0,https://i2.au.reastatic.net/{size}/0b9bfcc2bb163705268bb4857272bc398f797904eda2de26de20935fd7e6380b/image.jpg,-37.78241155,144.9833133,"(144.98331332499998, -37.782411550000006)",620,rent,House
"3-5 St Kilda Road, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435415359,"103/3-5 St Kilda Road, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/fd0fbf5e49fcb344cf915b46a56b2a0e21c95b4d741dc28e5aeb79bf5a0ec989/image.jpg,-37.8587677,144.9831076,"(144.98310759454694, -37.8587677)",430,rent,Apartment
"39 Park  Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-435315431,"311/39 Park  Street, South Melbourne, Vic 3205",2,2,1,0,https://i2.au.reastatic.net/{size}/4a8478757a17d833160393a9bebc6848d313e7a0029ff9e6f0cc0cb9788d1bc5/image.jpg,-37.8334672,144.9690816,"(144.96908163267238, -37.8334672)",600,rent,Apartment
"17 Moorhouse Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-426814566,"3/17 Moorhouse Street, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/518c562ec961a07c438fadad38af5dbc07000cd53a8a484c0d4b7845083d718c/image.jpg,-37.8167592,144.9910915,"(144.9910915, -37.8167592)",650,rent,Apartment
"15 Clifton Street, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-435224039,"325/15 Clifton Street, Prahran, Vic 3181",1,1,1,0,https://i2.au.reastatic.net/{size}/4ca7de02eb4c61a0671c77be5f8339ffeb3b8527eaec29d5287a513b539c4acc/image.jpg,-37.8510562,144.9952359,"(144.9952359, -37.8510562)",415,rent,Apartment
"428 Park Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-house-vic-south+melbourne-435223883,"428 Park Street, South Melbourne, Vic 3205",2,1,0,1,https://i2.au.reastatic.net/{size}/65da9cd85f0654c2b335e933c27fb4a1ef8663e3136ff7bd14ee01dc43c517fd/image.jpg,-37.8373877,144.9532668,"(144.95326682295533, -37.8373877)",650,rent,House
"70 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-432727394,"G03/70 Queens Road, Melbourne, Vic 3004",1,1,1,0,https://i2.au.reastatic.net/{size}/dda1afcf8131efdbf0614128f732f0e49e746a7302b8972254bfbf02410f059d/image.jpg,-37.8512797,144.9787594,"(144.9787594, -37.8512797)",450,rent,Apartment
"18 Hoff Boulevard, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435415183,"610/18 Hoff Boulevard, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/bca3588e8eabf32b546e40aa8ea0c4485e3842b0a0cf266c830a1ef2a7feabe3/image.jpg,-37.825102,144.963546,"(144.963546, -37.825102)",650,rent,Apartment
"60 Neptune Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-435223799,"60 Neptune Street, Richmond, Vic 3121",2,1,0,0,https://i2.au.reastatic.net/{size}/5652b39ed9eae41521dcf319a418bf2ed8e31f6ce87fcc392af8734fbed0ee59/image.jpg,-37.8218587,145.0068218,"(145.0068218, -37.8218587)",745,rent,House
"166 Gertrude Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-apartment-vic-fitzroy-422867078,"402/166 Gertrude Street, Fitzroy, Vic 3065",2,2,2,0,https://i2.au.reastatic.net/{size}/f716660850d4c61114fa37204ebe9c7f21b5e88b9f5d4ea156738260537901a4/image.jpg,-37.80626125,144.9802666,"(144.98026659740833, -37.80626125)",1200,rent,Apartment
"322 Albert Street, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-435223663,"9/322 Albert Street, East Melbourne, Vic 3002",3,2,1,0,https://i2.au.reastatic.net/{size}/6244fd22f07453fe44d238fa7c2a12e5219e1332abc677f71ed6ac961f274220/image.jpg,-37.8103521,144.9837049,"(144.9837049, -37.8103521)",990,rent,Apartment
"245 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435415011,"4407/245 City Road, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/b39a7f131f4fc21ca39796aadff67bdee1b004cd7facdff34c0b7ef9c03aa936/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",660,rent,Apartment
"50 Lorimer Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435314695,"1907/50 Lorimer Street, Docklands, Vic 3008",1,1,1,0,https://i2.au.reastatic.net/{size}/51877d4307614b9c077de436cae08f59e7db097c9adddfc7fb321175a3af6185/image.jpg,-37.8248927,144.9475661,"(144.9475661, -37.8248927)",650,rent,Apartment
"8 Marmion Place, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435414879,"1613/8 Marmion Place, Docklands, Vic 3008",1,1,1,0,https://i2.au.reastatic.net/{size}/6fc23b1ecb7866cc097c89b0cf054dbf7d8906a4ecf0057aa8d3aec2cbf0cddf/image.jpg,-37.8135357,144.9426598,"(144.9426598, -37.8135357)",490,rent,Apartment
"43 Bevan Street, Albert Park, Vic 3206",https://www.realestate.com.au/property-house-vic-albert+park-435314439,"43 Bevan Street, Albert Park, Vic 3206",1,1,0,0,https://i2.au.reastatic.net/{size}/bc832b8b5190e81532518b8a6cd1e365ffca2fabc87f201fc707285916428338/image.jpg,-37.84006985,144.9559932,"(144.9559931618652, -37.84006985)",450,rent,House
"14 Kavanagh Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435314415,"2306/14 Kavanagh Street, Southbank, Vic 3006",3,2,2,0,https://i2.au.reastatic.net/{size}/3d3affe79c84352813673dd5deac6a8061803408d34ea006095c5e362f708ccf/image.jpg,-37.8230438,144.9652507,"(144.9652507, -37.8230438)",890,rent,Apartment
"7 Claremont Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-427698774,"314/7 Claremont Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/450d8b5ef069256dde5b874d9a6311f4951fb91897a5ba59224de63b03b8fcbb/image.jpg,-37.8377585,144.9938493,"(144.9938493, -37.8377585)",425,rent,Apartment
"33 Clarke Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-432326486,"1603/33 Clarke Street, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/2af624b6ec2205fef40f5a3545665885fd9af3e9e98cca41257197209993f5da/image.jpg,-37.8261037,144.9588015,"(144.9588015, -37.8261037)",350,rent,Apartment
"160 Victoria Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-432532242,"5711/160 Victoria Street, Carlton, Vic 3053",2,2,0,0,https://i2.au.reastatic.net/{size}/43359e29812cfd4452e68d93853578a903d6f4bf615bbf67a132566203a80869/image.jpg,-37.8070938,144.9674392,"(144.9674392, -37.8070938)",870,rent,Apartment
"72B Napier Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-435314199,"72B Napier Street, South Melbourne, Vic 3205",2,2,1,0,https://i2.au.reastatic.net/{size}/a8d4d81a7e3cc0d6817f4169a3e37e724932fae6e7be4e7b0799375d7c3e6d99/image.jpg,-37.8361365,144.9628274,"(144.9628274, -37.8361365)",485,rent,Apartment
"135 Roden Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-433568962,"G02/135 Roden Street, West Melbourne, Vic 3003",2,1,1,0,https://i2.au.reastatic.net/{size}/8004aa60736cd2f08a5a66076409e93f8faa27a3a93dcdedbedee2867f77598b/image.jpg,-37.80841615,144.947622,"(144.94762204121622, -37.80841615)",560,rent,Apartment
"9 Waterside Place, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435414607,"65M/9 Waterside Place, Docklands, Vic 3008",3,2,2,0,https://i2.au.reastatic.net/{size}/4509034d005da449de3505b850a2aa906431da48b43283907c3070aa4cecb280/image.jpg,-37.8204154,144.9411899,"(144.9411899, -37.8204154)",1500,rent,Apartment
"1 Balston Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435414427,"4202/1 Balston Street, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/d468232633c4b0503bd5958e9a7939731f75859398b4b7016e110751291903a3/image.jpg,-37.82516395,144.961656,"(144.96165600047658, -37.825163950000004)",590,rent,Apartment
"72-74 Carlisle Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435414391,"28/72-74 Carlisle Street, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/2474245bb78658bfaf098d2947ba85fdef5eea5f93fe221a6e216a806d16f81a/image.jpg,-37.8672255,144.9816801,"(144.9816801, -37.8672255)",380,rent,Apartment
"243 TOORAK ROAD, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-426426574,"301/243 TOORAK ROAD, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/1b280d364ea74cb5777969a3050fb872177e79c6f5968c2064b6e23da0f7bdf8/image.jpg,-37.8382074,144.985679,"(144.985679, -37.8382074)",550,rent,Apartment
"1B Warwick Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-house-vic-north+melbourne-435222119,"1B Warwick Street, North Melbourne, Vic 3051",3,3,1,0,https://i2.au.reastatic.net/{size}/1d20042428c49a572236bd67074c436f6f5fc13e0fb0dfb694f413e2f89322f4/image.jpg,-37.8040256,144.9533906,"(144.9533906, -37.8040256)",1000,rent,House
"109 Clarendon Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435413975,"707/109 Clarendon Street, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/7219e9faca25b9ffcbfff7af6a41ab0b09aacc4b84ee04aeb1f9f0318d3630ab/image.jpg,-37.827694,144.9583958,"(144.9583958, -37.827694)",450,rent,Apartment
"78 Victoria Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-townhouse-vic-fitzroy-435313383,"78 Victoria Street, Fitzroy, Vic 3065",3,2,1,0,https://i2.au.reastatic.net/{size}/1231b431d1de72db28f505864afe18daabf60e7cdfdd71119cae70e4b5cf4029/image.jpg,-37.79912555,144.9774355,"(144.97743547207097, -37.79912555)",800,rent,Townhouse
"62 Hawksburn Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-house-vic-south+yarra-435313351,"62 Hawksburn Road, South Yarra, Vic 3141",4,2,2,0,https://i2.au.reastatic.net/{size}/0a0af12f39f74b2ff56536e691b0a5e1b5ccc6eff8caad32616a1908609ecd10/image.jpg,-37.8424197,145.0017659,"(145.0017659, -37.8424197)",1200,rent,House
"462 Victoria Parade, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-435413923,"203/462 Victoria Parade, East Melbourne, Vic 3002",1,1,0,0,https://i2.au.reastatic.net/{size}/11c79f83bdd6f84876ae6f528ca4fede5c1f82972f55b3d402d1c388dcd3d785/image.jpg,-37.8085049,144.9767854,"(144.9767854, -37.8085049)",350,rent,Apartment
"57 Chapel Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435222019,"3/57 Chapel Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/3289c3ff5623f0a08cb2314c1e99008a2100859ac68d217e34b6e2ddf1f6a001/image.jpg,-37.8675631,144.9905019,"(144.9905019, -37.8675631)",430,rent,Apartment
"71 Abinger Street,, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435413863,"305/71 Abinger Street,, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/088c42723f0ab1054b883cc8609062b5cbc4c855992a2c3e99b99f75774c6303/image.jpg,-37.820376,145.0020671,"(145.0020671, -37.820376)",600,rent,Apartment
"1 Encounter Way, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435413843,"408/1 Encounter Way, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/eadc8a807371bf0a1dc17b8f82b8b90cadb9044564500ec2858aa461f07a4970/image.jpg,-37.82036725,144.9458883,"(144.94588832630356, -37.82036725)",530,rent,Apartment
"18 Albert Road, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-435413835,"4b/18 Albert Road, South Melbourne, Vic 3205",3,2,2,0,https://i2.au.reastatic.net/{size}/1df7c440ef0175fd0c081bfd13550eaba958dda5130a08891146107eea0d51ff/image.jpg,-37.83307615,144.9713208,"(144.9713208091244, -37.83307615)",875,rent,Apartment
"77 River Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435413799,"309/77 River Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/5210c00e98ba7e2afd99d7f23922269b74e7cd18037cdc401ff72ccbc0518e23/image.jpg,-37.8359073,144.9979342,"(144.9979342, -37.8359073)",395,rent,Apartment
"61 Galada Avenue, Parkville, Vic 3052",https://www.realestate.com.au/property-apartment-vic-parkville-435313107,"1006/61 Galada Avenue, Parkville, Vic 3052",1,1,1,0,https://i2.au.reastatic.net/{size}/0edf848fc27ea8a646a04fb7d67b6307f6771d4e5aad318a2abbde93fac5d799/image.jpg,-37.7819897,144.941641,"(144.941641, -37.7819897)",400,rent,Apartment
"6 Leicester St, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-412813755,"814/6 Leicester St, Carlton, Vic 3053",1,1,0,0,https://i2.au.reastatic.net/{size}/651b07073763f9ceddc6a92d33ca7fe023985a52b777297fd02a40cfaeddf5a7/image.jpg,-37.8043046,144.960361,"(144.960361, -37.8043046)",255,rent,Apartment
"13 Alexander Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-435313015,"6/13 Alexander Street, Collingwood, Vic 3066",1,1,0,0,https://i2.au.reastatic.net/{size}/3f3ed6f51d3d8ef61c6153f036150a1d6481b78c309a651ba440aca6af0b95aa/image.jpg,-37.7967633,144.9911551,"(144.9911551, -37.7967633)",395,rent,Apartment
"72 Iffla Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-house-vic-south+melbourne-426019042,"72 Iffla Street, South Melbourne, Vic 3205",2,1,0,0,https://i2.au.reastatic.net/{size}/0455509195aa89295dc18281763c4bb54d7582839076c34d7a2a4528d15f6a2d/image.jpg,-37.8388733,144.9491714,"(144.9491713693189, -37.8388733)",615,rent,House
"478 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435312799,"3613/478 Swanston Street, Carlton, Vic 3053",2,1,0,0,https://i2.au.reastatic.net/{size}/6d71db57f97e7caf543e0c0eafbbeea5d7506939dd4b327cf1246a04ee10f5bd/image.jpg,-37.80566391,144.9632615,"(144.9632615142857, -37.80566390714286)",450,rent,Apartment
"26 Raglan Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-house-vic-south+melbourne-435413415,"26 Raglan Street, South Melbourne, Vic 3205",3,2,1,0,https://i2.au.reastatic.net/{size}/8ab4bd66077d1b0fd113e1d45d50b746b0b22e58e29e7e3f44f3579d28134f1b/image.jpg,-37.8377119,144.9614689,"(144.9614689, -37.8377119)",1100,rent,House
"390 Toorak Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435413411,"62/390 Toorak Road, South Yarra, Vic 3141",3,2,1,0,https://i2.au.reastatic.net/{size}/d2f5e47ec374d2334dd8aa8668195115cd8daaae8878d89f007677d8ab38b4cf/image.jpg,-37.8382074,144.985679,"(144.985679, -37.8382074)",725,rent,Apartment
"360 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-427138882,"410/360 St Kilda Road, Melbourne, Vic 3004",1,1,1,0,https://i2.au.reastatic.net/{size}/631a0e32c3c500c7be2f986c8e0063aed123ee675f254f9f1ff394ddf4ca55dd/image.jpg,-37.8313658,144.9710043,"(144.9710043, -37.8313658)",450,rent,Apartment
"20 Burnley Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-435413331,"607/20 Burnley Street, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/964857cc3c7ebb692c30db13d92a0118a621b89a437417bc21268ad937aa8bda/image.jpg,-37.8179984,145.008519,"(145.008519, -37.8179984)",420,rent,House
"19 Bellevue Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435221359,"5/19 Bellevue Street, Richmond, Vic 3121",1,1,0,0,https://i2.au.reastatic.net/{size}/aa8ab2655d5d692a00f762658df9419b7283d423427958d3c928334265f2f1e6/image.jpg,-37.8241111,145.0125402,"(145.0125402, -37.8241111)",295,rent,Apartment
"71 Rose Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-apartment-vic-fitzroy-435413203,"3/71 Rose Street, Fitzroy, Vic 3065",2,1,1,0,https://i2.au.reastatic.net/{size}/96c36862e9fd9988da31a6ef478af02936e0b9ec8ea9fbf0203ad282814d9502/image.jpg,-37.7957643,144.9776978,"(144.9776978, -37.7957643)",640,rent,Apartment
"46-50 Haig Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435413171,"605/46-50 Haig Street, Southbank, Vic 3006",1,1,1,0,https://i2.au.reastatic.net/{size}/5c736ea7479484d4aef3c408ca43edb7dd2aac1ba350097ad2e66c18d7d45f59/image.jpg,-37.8262491,144.9581044,"(144.9581044, -37.8262491)",425,rent,Apartment
"81 Palmer Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-house-vic-collingwood-435412931,"81 Palmer Street, Collingwood, Vic 3066",2,1,0,0,https://i2.au.reastatic.net/{size}/d39600f66911eb0d3811ebcb5be5ae37da81c95d0615fa3687bd39771f4fff74/image.jpg,-37.8013614,144.9900533,"(144.9900533, -37.8013614)",680,rent,House
"628 Flinders Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435412799,"Lv19/628 Flinders Street, Docklands, Vic 3008",2,1,0,0,https://i2.au.reastatic.net/{size}/35fd1a7ecf324e399a62f9f397dc88f716c449cb91e9f29a9a740fd2f6314a6f/image.jpg,-37.8218082,144.9518861,"(144.9518861, -37.8218082)",580,rent,Apartment
"7 Clowes Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435412775,"2/7 Clowes Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/5da4350d303ed43b8b92b24414ba20041c015288b9f2a92b451ca9db0e06856b/image.jpg,-37.8309474,144.9876259,"(144.9876259, -37.8309474)",430,rent,Apartment
"174 Peel Street, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-435312215,"22/174 Peel Street, Windsor, Vic 3181",2,2,1,0,https://i2.au.reastatic.net/{size}/8e0eb6ed17a1aff2d58c0b86ffb8d8d87ca87b619260c6e8c19359d31d49f436/image.jpg,-37.8556509,144.9900551,"(144.9900551, -37.8556509)",570,rent,Apartment
"430 Dryburgh Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-house-vic-north+melbourne-435412435,"430 Dryburgh Street, North Melbourne, Vic 3051",3,1,1,1,https://i2.au.reastatic.net/{size}/0bf58f1a0b3fee908c1a5d79e0d252ef626eb29bc26607bc3667e70ddf593e99/image.jpg,-37.800332,144.9440085,"(144.9440085, -37.800332)",710,rent,House
"82 Trenerry Crescent, Abbotsford, Vic 3067",https://www.realestate.com.au/property-townhouse-vic-abbotsford-435099523,"4/82 Trenerry Crescent, Abbotsford, Vic 3067",2,1,1,0,https://i2.au.reastatic.net/{size}/175b5bc65bf74d0ddd43c4c447295352c97d81d64d9e2cb4497ee9b7b335f457/image.jpg,-37.7979446,144.9986692,"(144.99866919807693, -37.797944599999994)",625,rent,Townhouse
"152 Sturt Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435412611,"1203/152 Sturt Street, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/dd573092181ad2de682179b2a5d7063ce9a475361244eb826e5085459b820b94/image.jpg,-37.8254083,144.9662497,"(144.9662497, -37.8254083)",580,rent,Apartment
"31 Howitt Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435312003,"2/31 Howitt Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/f8b0fc3b884307c0c192feefa7e354a6987b21ce2657cbf98e8a35f26607563d/image.jpg,-37.8468531,145.0014873,"(145.0014873, -37.8468531)",320,rent,Apartment
"19 Bellevue Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435220647,"2/19 Bellevue Street, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/7e08bcd9a97fa544bab18d03b300c0952d95c42138cae97b18641147e3df55dd/image.jpg,-37.8241111,145.0125402,"(145.0125402, -37.8241111)",295,rent,Apartment
"8 Howard Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435412383,"103/8 Howard Street, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/6ce60bfd2ab5a0495a8a88259671aa6591e1fe9ae4c38ef70bd4665080ebb3d5/image.jpg,-37.8329139,144.9974687,"(144.9974687, -37.8329139)",450,rent,Apartment
"19 Villiers Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-house-vic-north+melbourne-414747411,"19 Villiers Street, North Melbourne, Vic 3051",3,2,1,0,https://i2.au.reastatic.net/{size}/f54ab3ab3ffe0c9756807cf7cfc070d87af2e34962b506ef23dae77f1c313269/image.jpg,-37.7997223,144.9526858,"(144.9526858, -37.7997223)",760,rent,House
"37 Vale Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-house-vic-st+kilda-433696423,"19/37 Vale Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/60aec4f9f7163d5faf5cb02a1b46590f5a0ba7272e2d5eeb2d2f8a65d7103289/image.jpg,-37.8660471,144.9818655,"(144.9818655, -37.8660471)",300,rent,House
"160 Victoria Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435220271,"Level 56, 5610/160 Victoria Street, Carlton, Vic 3053",2,2,0,0,https://i2.au.reastatic.net/{size}/0ef4392564825abdd27636e1023ee44e901b074cac249a79433c54b3d059d445/image.jpg,-37.8070938,144.9674392,"(144.9674392, -37.8070938)",800,rent,Apartment
"61 Galada Avenue, Parkville, Vic 3052",https://www.realestate.com.au/property-apartment-vic-parkville-419325510,"308/61 Galada Avenue, Parkville, Vic 3052",2,1,1,0,https://i2.au.reastatic.net/{size}/e8fbe1c2d3f1b0838c06486fa25f02afc152c4120171a562e7f30e583fa38ff1/image.jpg,-37.7819897,144.941641,"(144.941641, -37.7819897)",475,rent,Apartment
